100 0.000318890721092096 4.2095301372831e-05 1.84768561941918e-05 0.0221972805836142 0.00103354894679437 1.96458933222098e-05 0.000224265238990995 1.04399973459568e-05 1.98443252052982e-07 1.41551456015527 1.41551456015527
110 0.000334144027467928 2.80351809403642e-05 2.48223899627298e-06 0.0266863313745191 0.00131681502698505 2.29270231958449e-05 0.000244888684007405 1.20810178028119e-05 2.10339711204099e-07 1.41818154497529 1.41818154497529
121 0.000319044567671365 2.57020438499959e-05 4.02370373293842e-06 0.0276348284117272 0.00125840412974407 3.93399539853333e-05 0.00023034328256788 1.0486811039323e-05 3.27833095337127e-07 1.42041595458122 1.42041595458122
133 0.000262905670653735 1.9315407096583e-05 3.50120633517747e-06 0.0258593363425659 0.000966486822495365 3.13278165068294e-05 0.000195942449101816 7.32192347929761e-06 2.3733198251108e-07 1.41898332761316 1.41898332761316
146 0.0003166473610641 2.25609876855069e-05 2.71440938698252e-06 0.0356550275016575 0.00153460112429173 5.52744173115788e-05 0.000245957221412407 1.05835679962141e-05 3.81203070887182e-07 1.41914670471187 1.41914670471188
160 0.000281432664490329 2.05234440231683e-05 2.95399727569904e-06 0.0357429533139573 0.00169426192255476 7.54899925378655e-05 0.000224848994200721 1.06558486896446e-05 4.74780073256298e-07 1.41990336817091 1.41990336817091
176 0.00030961897398148 2.47665171610562e-05 3.27864336187644e-06 0.0440199980213167 0.00237889359230156 0.000116646625648302 0.000251606135543092 1.35938624474807e-05 6.66552584238644e-07 1.41825418473716 1.41825418473715
193 0.000266861459122929 1.9076984473622e-05 2.66484026777648e-06 0.0420642694592566 0.00221409340425914 9.88549912361036e-05 0.000219132745445716 1.15318694917654e-05 5.14870006407264e-07 1.41724222220839 1.41724222220839
212 0.000261427446800733 1.72922107370298e-05 1.89571021069367e-06 0.0466056923208392 0.00242968770478017 0.00013553509004933 0.000220928857203928 1.15152401778396e-05 6.42346816404071e-07 1.41832848144252 1.41832848144252
233 0.000257674355581621 1.95138688184904e-05 1.67202299418673e-06 0.0515911341953556 0.00295932933491927 0.000149638361630772 0.000222425040321328 1.27558925775428e-05 6.44993373821734e-07 1.41979511902695 1.41979511902695
256 0.000296413241444073 2.16825280852246e-05 2.43276703971903e-06 0.0638793719408879 0.00336361818381578 0.000181463708205748 0.000250570110539305 1.3190833574761e-05 7.11622875737561e-07 1.4187039363677 1.4187039363677
